,Restaurant_name,CO2
853,Brasserie Golos,0.0
854,Doy Doy,0.0
855,Silk Thai Cuisine & Bar,0.0
856,Misho,0.0
857,Post-Sportverein Blau-Gelb Frankfurt,0.0
858,Sultan Saray,0.0
859,Mekong-Imbiss,0.0
860,Hasan‘s Baba Doner,0.0
861,Cafe Extrablatt,0.0
862,Baders Fisch Deli,0.0
863,Der Goldene Wok,0.0
864,PAULANER Platzhirsch Wirtshaus am Main,0.0
865,Schneider's Cafe Snackbar - Die GenussSchneiderei,0.0
866,Cafe Frankfurt,0.0
867,GaststAtte Niewo,0.0
868,SAPO REY - FroschkOnig,0.0
869,SIS Ding,0.0
870,Salaedchen,0.0
871,Trattoria e Pizzeria  Santa Lucia alla Torre,0.0
872,Doy Doy Restaurant,0.0
873,Kastanienhof,0.0
874,Pizzeria Biertonne,0.0
875,Vina Licious,0.0
876,Restaurant Zum Stern,0.0
877,Il Vino Restaurant Frankfurt,0.0
878,Gosch Sylt,0.0
879,Gaststatte Hesseneck,0.0
880,Firat - Doner and Pizza House,0.0
881,Wie bei Omi,0.0
882,Pizzeria Rusticale,0.0
883,Geniessertreff,0.0
884,Pizzeria Il Maestro,0.0
885,Bayern Stub'n im Sheraton Congress Hotel Frankfurt,0.0
886,Fechemer Bootshaus,0.0
887,Artotheke,0.0
888,Kutscherklause,0.0
889,Oinotheke,0.0
890,Kupferstecher Frankfurt,0.0
891,Nazar Doner,0.0
892,Kyubang Cafe & Gallery,0.0
893,Petersen Gutes Essen,0.0
894,Classico Restaurant,0.0
895,La Preferida,0.0
896,Leslies American Diner,0.0
897,Weinstube Alte Munze,0.0
898,Bernemer Marktstube,0.0
899,Der Grieche,0.0
900,NaNa,0.0
901,Pizzeria Cimino da Paolo,0.0
902,VITO'S Italian Coffee & Winebar,0.0
903,Pizzeria Sardinien,0.0
904,1337Frankfurt,0.0
905,My Pita,7.287580645161288
906,Bambushaus,0.0
907,Klosterhof,0.0
908,Bidlabu,0.0
909,Paulaner Wirtshaus am Dom,0.0
910,Dim Sum Haus,0.0
911,Sonamu,0.0
912,Holbein's,0.0
913,Schreiber-Heyne,0.0
914,Yan Jing,0.0
915,Kabuki,0.0
916,Toh-Thong,0.0
917,Awake,0.0
918,Moriki,0.0
919,Cafe Karin,0.0
920,Ramen Jun,0.0
921,Destino,0.0
922,Goc Pho,0.0
923,SUNNY SIDE UP,0.0
924,The Fox and Hound,0.0
925,Club Voltaire,0.0
926,Mian Nudelhaus,0.0
927,Die Nudelbar & Hot Pot,0.0
928,Pak Choi,0.0
929,Konamon,0.0
930,Alanya-City,0.0
931,SAKURA Sushi Cafe in Frankfurt,0.0
932,Dumplings King,0.0
933,BLOCK HOUSE BOrsenplatz,0.0
934,Good Guys,0.0
935,Kilimanjaro,0.0
936,The Ivory Club,0.0
937,Sugar Mama,0.0
938,Amoroso,0.0
939,Aroma,0.0
940,Aroydee,0.0
941,AMAN,0.0
942,Berger Streetfood,0.0
943,Deli Coffee Kitchen,0.0
944,Zenzakan,0.0
945,Good Fellas,0.0
946,Zagros,0.0
947,Gokio Bros,0.0
948,Jade Magic Wok,0.0
949,Naïv,0.0
950,Vevay,0.0
951,Glauburg Cafe,0.0
952,Baseler Eck,0.0
953,HOfchen,0.0
954,Meyer's Restaurant,0.0
955,Currywurst Taunus 25,0.0
956,Seoulfood,0.0
957,Marmaris Kebaphaus Frankfurt,0.0
958,La Tabla Rasa,0.0
959,MoschMosch,8.199473684210522
960,Medici,0.0
961,Pho Ngon,0.0
962,BLOCK HOUSE Frankfurt Westend,0.0
963,Apfelwein Wagner,0.0
964,Pizzeria Montana,8.06625
965,Main Tower Restaurant,0.0
966,Matsuri,0.0
967,Little Shanghai,0.0
968,M-Steakhouse,0.0
969,Restaurant Lafleur,0.0
970,Opera,0.0
971,Lorsbacher Thal,0.0
972,Shiso,0.0
973,Selera Malaysian,0.0
974,eat fit daily,0.0
975,Heimat,0.0
976,ROmer Pils Brunnen,0.0
977,IIMORI,0.0
978,El Dorado,0.0
979,ramen muku,0.0
980,Apfelwein DAX,0.0
981,Mutter Ernst,0.0
982,Walon & Rosetti,0.0
983,The Legacy,0.0
984,Mainnizza,0.0
985,Schandis,0.0
986,Dauth-Schneider,5.293191489361702
987,Jamy's Burger,0.0
988,Ranch & Sea,0.0
989,BLOCK HOUSE Frankfurt Europa-Allee,0.0
990,Fratellis Ristorante,0.0
991,Weinstube im ROmer,0.0
992,Veritas,0.0
993,Hamsilos & Schenck´s Seit 1540,0.0
994,Old Tiflis,0.0
995,Zum Gemalten Haus,0.0
996,Ong Tao,6.454047619047611
997,Restaurant Die Leiter,0.0
998,Erbgut,0.0
999,Tonbul,0.0
1000,Alim Fisch Imbiss,0.0
1001,Koogi Korean Bbq,0.0
1002,Weinschirn,0.0
1003,Pizza Italia,0.0
1004,Alt-Oberurseler Brauhaus,0.0
1005,Augenblick Kaffee & Co.,0.0
1006,Hofgarten,0.0
1007,SEVEN SWANS,0.0
1008,Restaurant & Bar Savigny,0.0
1009,FichtekrAnzi,0.0
1010,Oceans,0.0
1011,Carte blanche,0.0
1012,Chairs,0.0
1013,Athos,0.0
1014,Lamex Lounge,0.0
1015,Golden Gobi,0.0
1016,Champions Bar,0.0
1017,Frankfurter Pause,0.0
1018,Gourmetrestaurant Villa Merton,0.0
1019,Thai & Turf,0.0
1020,Zum alten Frankfurter,0.0
1021,Erno's Bistro,0.0
1022,Yaomi,0.0
1023,Restaurant Gustav,0.0
1024,Wayang,0.0
1025,Fame,0.0
1026,Centro Gallego,0.0
1027,Leon Restaurant,0.0
1028,Vetro Vero,0.0
1029,Bonvivant,0.0
1030,Sohar's Koscher- Restaurant,0.0
1031,OSCAR's,0.0
1032,Zum Eichkatzerl,0.0
1033,LILU,0.0
1034,MyFrankfurt,0.0
1035,Marjan,0.0
1036,Aunty Zhongs,0.0
1037,The Sakai,0.0
1038,DELIkat,0.0
1039,Falafel & Mehr,0.0
1040,il vino,0.0
1041,Frankfurter Kuche,0.0
1042,L'Osteria,0.0
1043,Alexis Sorbas,0.0
1044,Dorade,0.0
1045,Zeit fur Brot,0.0
1046,Chidoba Mexican Grill,0.0
1047,Restaurant MOvenpick Frankfurt City,0.0
1048,Cross,0.0
1049,Udon Thai Imbiss,0.0
1050,DaVinc Cucina e Vino,0.0
1051,Ristorante Bacco,6.666
1052,Schwarzer Stern,0.0
1053,CoCo,0.0
1054,Mon Amie Maxi,0.0
1055,Ganesha Restaurant Asian Call Food,0.0
1056,Kennedy's Restaurant,0.0
1057,Azzurro - La Cucina Italiana,0.0
1058,Onkel Lam,0.0
1059,Restaurant Nidda,0.0
