User,Rating,Restaurant_name, CO 2 Score,adjust_rating
tomwieclawski,3,Signatures Veranda Restaurant,0.0,3.0
Oliynyk_Dima,5,Signatures Veranda Restaurant,0.0,5.0
Jussara Nunes P,3,Signatures Veranda Restaurant,0.0,3.0
Ulrich M,4,Signatures Veranda Restaurant,0.0,4.0
Bigby21,4,Signatures Veranda Restaurant,0.0,4.0
numberoneson,1,Signatures Veranda Restaurant,0.0,1.0
m2cc,4,Signatures Veranda Restaurant,0.0,4.0
agnes9971,4,Signatures Veranda Restaurant,0.0,4.0
Baltzan,5,Signatures Veranda Restaurant,0.0,5.0
456kj,5,Zur Sonne,0.0,5.0
TravelSketchbook,4,Zur Sonne,0.0,4.0
CorvettePete,5,Zur Sonne,0.0,5.0
Nancy P,4,Zur Sonne,0.0,4.0
kaib1908,3,Zur Sonne,0.0,3.0
Andrew S,5,Zur Sonne,0.0,5.0
293neilk,5,Zur Sonne,0.0,5.0
Ivica P,5,Zur Sonne,0.0,5.0
Dragana T,5,Zur Sonne,0.0,5.0
SEBNEM E,5,Zur Sonne,0.0,5.0
DoroKS,5,Zur Sonne,0.0,5.0
AndreasSM,4,Zur Sonne,0.0,4.0
racheliz91,3,Zur Sonne,0.0,3.0
A G,4,Zur Sonne,0.0,4.0
novafish69,4,Zur Sonne,0.0,4.0
Sonja B,4,Zur Sonne,0.0,4.0
Pranavito R,5,Zur Sonne,0.0,5.0
marcrose,5,Zur Sonne,0.0,5.0
Smittycjs806,5,Zur Sonne,0.0,5.0
Duncstar,5,Zur Sonne,0.0,5.0
BalderasA,5,Zur Sonne,0.0,5.0
TundB,5,Zur Sonne,0.0,5.0
Wolf L,4,Zur Sonne,0.0,4.0
ROSENIEMAND,4,Zur Sonne,0.0,4.0
Dommags,4,Zur Sonne,0.0,4.0
Barnskybeat,5,Zur Sonne,0.0,5.0
Eveline B,4,Zur Sonne,0.0,4.0
Bluebell_024,5,Zur Sonne,0.0,5.0
Locality,4,Zur Sonne,0.0,4.0
Paul B,4,Alten Limpurg,0.0,4.0
Experience699749,5,Alten Limpurg,0.0,5.0
Ajerbailui,5,Alten Limpurg,0.0,5.0
Austin B,5,Alten Limpurg,0.0,5.0
Lindsay D,3,Alten Limpurg,0.0,3.0
ReshefM1,5,Alten Limpurg,0.0,5.0
Jim B,5,Alten Limpurg,0.0,5.0
894cristianoc,2,Alten Limpurg,0.0,2.0
DisneyFan30,4,Alten Limpurg,0.0,4.0
Gidons51,4,Alten Limpurg,0.0,4.0
888ors,4,Alten Limpurg,0.0,4.0
JohnniePops,2,Alten Limpurg,0.0,2.0
Tourist897,4,Alten Limpurg,0.0,4.0
cybernetcy,5,Alten Limpurg,0.0,5.0
761siris,2,Alten Limpurg,0.0,2.0
Jonathan R,5,Alten Limpurg,0.0,5.0
siunjessicles2012,5,Alten Limpurg,0.0,5.0
stephenpaulg2018,4,Alten Limpurg,0.0,4.0
Tony P,4,Alten Limpurg,0.0,4.0
johnnye973,4,Alten Limpurg,0.0,4.0
MissAnneJ,4,Alten Limpurg,0.0,4.0
12maitanep,1,Alten Limpurg,0.0,1.0
susihunt,3,Alten Limpurg,0.0,3.0
sarunesapogaiten2018,1,Alten Limpurg,0.0,1.0
Russ1470,4,Alten Limpurg,0.0,4.0
KoreL5,4,Alten Limpurg,0.0,4.0
mazinb2015,1,Alten Limpurg,0.0,1.0
AlexeyM_UA,5,Alten Limpurg,0.0,5.0
csnider69,5,Alten Limpurg,0.0,5.0
293neilk,5,Alten Limpurg,0.0,5.0
brucenamtab1,5,Alten Limpurg,0.0,5.0
StockholmKindaGuy,3,Alten Limpurg,0.0,3.0
LeeS4087,5,Alten Limpurg,0.0,5.0
Joao P,4,Alten Limpurg,0.0,4.0
danielleaco,5,Alten Limpurg,0.0,5.0
ntlk158,4,Alten Limpurg,0.0,4.0
justtravelng,5,Alten Limpurg,0.0,5.0
stefanuswisnu,5,Alten Limpurg,0.0,5.0
AnneLouiseG,3,Alten Limpurg,0.0,3.0
borgesm,5,Alten Limpurg,0.0,5.0
HiLife_52,5,Alten Limpurg,0.0,5.0
J7782PP,4,Alten Limpurg,0.0,4.0
53maltet,2,Alten Limpurg,0.0,2.0
tonyevzerov,4,Alten Limpurg,0.0,4.0
MalcolmG_11,4,Alten Limpurg,0.0,4.0
psims2,3,Alten Limpurg,0.0,3.0
gigglyalien,4,Alten Limpurg,0.0,4.0
pbwhite13,5,Alten Limpurg,0.0,5.0
DarkoCivk,2,Alten Limpurg,0.0,2.0
travelpesche,4,Alten Limpurg,0.0,4.0
JodyPWM,4,Alten Limpurg,0.0,4.0
vwtgggpvcxer4,3,Alten Limpurg,0.0,3.0
plschilt,4,Alten Limpurg,0.0,4.0
LukiLukeGO,5,Alten Limpurg,0.0,5.0
Baylovers,4,Alten Limpurg,0.0,4.0
857vin_ciusc,5,Alten Limpurg,0.0,5.0
SueMick,5,Alten Limpurg,0.0,5.0
CJTravelerTexas,4,Alten Limpurg,0.0,4.0
Hopner,4,Alten Limpurg,0.0,4.0
stephersj,3,Alten Limpurg,0.0,3.0
CoaTravaholic,3,Alten Limpurg,0.0,3.0
poloc986,4,Alten Limpurg,0.0,4.0
fredb498,3,Alten Limpurg,0.0,3.0
netbakter,5,Alten Limpurg,0.0,5.0
540lucindal,4,Alten Limpurg,0.0,4.0
Jack H,4,Alten Limpurg,0.0,4.0
ada1984,4,Alten Limpurg,0.0,4.0
avshtill,4,Alten Limpurg,0.0,4.0
Culinary_Crossings,5,Alten Limpurg,0.0,5.0
AnkaraCat,3,Alten Limpurg,0.0,3.0
Moh'd B,4,Alten Limpurg,0.0,4.0
Saruss,1,Alten Limpurg,0.0,1.0
mmmermer,3,Alten Limpurg,0.0,3.0
Carmen A,5,Alten Limpurg,0.0,5.0
patricia j,5,Alten Limpurg,0.0,5.0
Aggeliki A,5,Alten Limpurg,0.0,5.0
250aslihans,1,Sunny Side Up,0.0,1.0
naharajimenez,5,Sunny Side Up,0.0,5.0
vanrosco,1,Sunny Side Up,0.0,1.0
gallimas,1,Sunny Side Up,0.0,1.0
IsabelleSeifert,5,Sunny Side Up,0.0,5.0
travellingjasper,4,Sunny Side Up,0.0,4.0
yarodr,5,Sunny Side Up,0.0,5.0
belisama_e,5,Sunny Side Up,0.0,5.0
DaisyDoo2014,5,Sunny Side Up,0.0,5.0
maxinemaxine1997,5,Sunny Side Up,0.0,5.0
Tasha B,5,Sunny Side Up,0.0,5.0
Jahilda,5,Sunny Side Up,0.0,5.0
123rosso123,5,Sunny Side Up,0.0,5.0
samuelnolden,5,Bombay Palace,0.0,5.0
Oceans242,1,Bombay Palace,0.0,1.0
mikemZ6111WG,5,Bombay Palace,0.0,5.0
Y687CWlucap,2,Bombay Palace,0.0,2.0
PhilipG27,2,Bombay Palace,0.0,2.0
puneet a,5,Bombay Palace,0.0,5.0
Kenney R,5,Bombay Palace,0.0,5.0
manuisse,2,Bombay Palace,0.0,2.0
stjepoank,1,Bombay Palace,0.0,1.0
Navi A,5,Bombay Palace,0.0,5.0
524shafiyak,5,Bombay Palace,0.0,5.0
412siddharthm,5,Bombay Palace,0.0,5.0
sheen d,5,Bombay Palace,0.0,5.0
Iain M,5,Bombay Palace,0.0,5.0
Avogadro31,5,Bombay Palace,0.0,5.0
137saurabhj,5,Bombay Palace,0.0,5.0
AlainDeWitt,4,Bombay Palace,0.0,4.0
Iceman202,3,Bombay Palace,0.0,3.0
AnneandTate,5,Bombay Palace,0.0,5.0
Kobi C,5,Bombay Palace,0.0,5.0
reluctantmember,3,Bombay Palace,0.0,3.0
Marc V,5,Bombay Palace,0.0,5.0
shona_2102,5,Bombay Palace,0.0,5.0
Manoj K,1,Bombay Palace,0.0,1.0
DeepYoga,2,Bombay Palace,0.0,2.0
CorporateProphet,4,Bombay Palace,0.0,4.0
michaeldI1711VD,3,Bombay Palace,0.0,3.0
derWanderer89,5,Bombay Palace,0.0,5.0
mikemZ6111WG,5,Bombay Palace,0.0,5.0
stephen s,5,Bombay Palace,0.0,5.0
Mohit J,5,Bombay Palace,0.0,5.0
delta_damian,4,Bombay Palace,0.0,4.0
beaverSouthport,4,Bombay Palace,0.0,4.0
epaezrubio,2,Bombay Palace,0.0,2.0
zoya19866,5,Bombay Palace,0.0,5.0
alexanderv300,4,Bombay Palace,0.0,4.0
shanfa,1,Bombay Palace,0.0,1.0
Ankit A,1,Bombay Palace,0.0,1.0
santhosh59,3,Bombay Palace,0.0,3.0
schroff,4,Bombay Palace,0.0,4.0
sthuthis,4,Bombay Palace,0.0,4.0
Jayakumar M,4,Bombay Palace,0.0,4.0
Abhi006,5,Bombay Palace,0.0,5.0
Nate H,1,Bombay Palace,0.0,1.0
Niquito,4,Bombay Palace,0.0,4.0
Connie C,1,Bombay Palace,0.0,1.0
711petya,1,Bombay Palace,0.0,1.0
83Mike83,3,Bombay Palace,0.0,3.0
Sandra K,4,Bombay Palace,0.0,4.0
calecerque,3,Bombay Palace,0.0,3.0
ajl_ffm,4,Bombay Palace,0.0,4.0
Avissurtout,2,Bombay Palace,0.0,2.0
bhadzialic,1,Bombay Palace,0.0,1.0
sgel83,3,Bombay Palace,0.0,3.0
phiras84,1,Bombay Palace,0.0,1.0
mnmnmnm,1,Bombay Palace,0.0,1.0
PastaK,5,Bombay Palace,0.0,5.0
thisisnotatest,3,Bombay Palace,0.0,3.0
Tim B,3,Bombay Palace,0.0,3.0
Tahir H,3,Bombay Palace,0.0,3.0
DublinGwailo,1,Bombay Palace,0.0,1.0
Giulietto79,4,Bombay Palace,0.0,4.0
VIJAY B,3,Bombay Palace,0.0,3.0
Dev N,4,Bombay Palace,0.0,4.0
hermanwatford,4,Bombay Palace,0.0,4.0
DavePrew,4,Bombay Palace,0.0,4.0
barryptl,5,Bombay Palace,0.0,5.0
Richard_1977,3,Bombay Palace,0.0,3.0
Dreamdiving,4,Bombay Palace,0.0,4.0
KeokiGermany,5,Bombay Palace,0.0,5.0
Bigapple91,5,Bombay Palace,0.0,5.0
Wanderlusttrokker,2,Bombay Palace,0.0,2.0
made_in_ukraine,4,Bombay Palace,0.0,4.0
RoscoMCork,5,Bombay Palace,0.0,5.0
MeghaTravelBug,5,Bombay Palace,0.0,5.0
russ b,3,Persia,0.0,3.0
marymehr,4,Persia,0.0,4.0
Meceebee,5,Persia,0.0,5.0
AzadehA,5,Persia,0.0,5.0
sabachaab,5,Persia,0.0,5.0
David B,5,Persia,0.0,5.0
moodyivan,4,Persia,0.0,4.0
Jonathan B,4,Persia,0.0,4.0
iamJeebs,5,Persia,0.0,5.0
Yossi A,4,Persia,0.0,4.0
mikoo,4,Persia,0.0,4.0
Romeo Q,5,Persia,0.0,5.0
ShannonMAustinTX,5,Persia,0.0,5.0
Bozenaclay,5,Persia,0.0,5.0
ericon991,4,Persia,0.0,4.0
Medha A,3,Persia,0.0,3.0
Thomas K,4,Persia,0.0,4.0
Oceans242,3,Persia,0.0,3.0
teodorav331,5,Persia,0.0,5.0
rezasattarzadeh,5,Persia,0.0,5.0
adbeust99,4,Persia,0.0,4.0
896felixv,5,Persia,0.0,5.0
Ali M,5,Persia,0.0,5.0
wasapninworld,5,Persia,0.0,5.0
glen b,3,Persia,0.0,3.0
Eli e,4,Persia,0.0,4.0
okazon69,4,Persia,0.0,4.0
Pijoalda,5,Persia,0.0,5.0
CaptRobsPortsofCall,5,Persia,0.0,5.0
leilaayric_95,5,Persia,0.0,5.0
UltimateAdvisor,3,Persia,0.0,3.0
Bita S,5,Persia,0.0,5.0
Ryan B,1,Persia,0.0,1.0
MorenaVesna,5,Persia,0.0,5.0
asterysk,5,Persia,0.0,5.0
fadelw2017,5,Restaurant Buchholz,0.0,5.0
TNHKG,5,Restaurant Buchholz,0.0,5.0
federicabon,5,Restaurant Buchholz,0.0,5.0
Escape727510,5,Restaurant Buchholz,0.0,5.0
CombedMars,5,Restaurant Buchholz,0.0,5.0
Lukatag,5,Restaurant Buchholz,0.0,5.0
Lorecastorena,5,Restaurant Buchholz,0.0,5.0
hannehein,4,Restaurant Buchholz,0.0,4.0
nunodeus91,4,Restaurant Buchholz,0.0,4.0
Lyzun O,5,Restaurant Buchholz,0.0,5.0
vvdantas,5,Eschenheimer Turm Cafe,0.0,5.0
HSVDane,4,Eschenheimer Turm Cafe,0.0,4.0
184DonP,3,Eschenheimer Turm Cafe,0.0,3.0
RJrubinnio,1,Eschenheimer Turm Cafe,0.0,1.0
mcr14,4,Eschenheimer Turm Cafe,0.0,4.0
mjlove,4,Eschenheimer Turm Cafe,0.0,4.0
DrPotTraveller90,5,Eschenheimer Turm Cafe,0.0,5.0
MoreRoamin,5,Eschenheimer Turm Cafe,0.0,5.0
Rockmantic,4,Eschenheimer Turm Cafe,0.0,4.0
Rubyroored,4,Eschenheimer Turm Cafe,0.0,4.0
SlabbyBelgium,4,Eschenheimer Turm Cafe,0.0,4.0
SMO2015,4,Eschenheimer Turm Cafe,0.0,4.0
trevorpatt,5,Eschenheimer Turm Cafe,0.0,5.0
imsam,5,Eschenheimer Turm Cafe,0.0,5.0
W1409SBmichaelb,4,Eschenheimer Turm Cafe,0.0,4.0
jordidelcroix123,4,Eschenheimer Turm Cafe,0.0,4.0
Meytal S,5,Eschenheimer Turm Cafe,0.0,5.0
michaelcraighead,4,Eschenheimer Turm Cafe,0.0,4.0
geets139,4,Eschenheimer Turm Cafe,0.0,4.0
BostjanF2,5,Eschenheimer Turm Cafe,0.0,5.0
Katia Z,5,Eschenheimer Turm Cafe,0.0,5.0
SirHenry,4,Eschenheimer Turm Cafe,0.0,4.0
Shellybelly701,1,Eschenheimer Turm Cafe,0.0,1.0
fida75,2,Eschenheimer Turm Cafe,0.0,2.0
Duff95,5,Eschenheimer Turm Cafe,0.0,5.0
Greg K,4,Eschenheimer Turm Cafe,0.0,4.0
sebo08,4,Eschenheimer Turm Cafe,0.0,4.0
11olgaa,4,Eschenheimer Turm Cafe,0.0,4.0
Paul H,4,Eschenheimer Turm Cafe,0.0,4.0
presscaught,4,Eschenheimer Turm Cafe,0.0,4.0
Rockmantic,4,Eschenheimer Turm Cafe,0.0,4.0
Enjoys_Relaxing,4,Eschenheimer Turm Cafe,0.0,4.0
Ramiblack,5,Eschenheimer Turm Cafe,0.0,5.0
58mags2015,4,Eschenheimer Turm Cafe,0.0,4.0
Ghentfreak,5,Eschenheimer Turm Cafe,0.0,5.0
Eveline B,3,Eschenheimer Turm Cafe,0.0,3.0
390alicec,4,Eschenheimer Turm Cafe,0.0,4.0
Stephanie P,5,Eschenheimer Turm Cafe,0.0,5.0
BeijingEye,4,Eschenheimer Turm Cafe,0.0,4.0
Dan E,5,Eschenheimer Turm Cafe,0.0,5.0
NandyPengarah,3,Eschenheimer Turm Cafe,0.0,3.0
Liron078,5,Eschenheimer Turm Cafe,0.0,5.0
Teacupchains,5,Trattoria Pizzeria 6611,0.0,5.0
Misulela,4,Trattoria Pizzeria 6611,0.0,4.0
Per_Ger2007,5,Trattoria Pizzeria 6611,0.0,5.0
Tetragon,5,Trattoria Pizzeria 6611,0.0,5.0
Kuba B,1,Trattoria Pizzeria 6611,0.0,1.0
LaurizioFin,5,Trattoria Pizzeria 6611,0.0,5.0
Sara M,5,Pistazie,0.0,5.0
Luaj99,2,Pistazie,0.0,2.0
ChristopherB5238,5,Pistazie,0.0,5.0
Filipa G,4,Pistazie,0.0,4.0
Sara M,5,Pistazie,0.0,5.0
804tahab,3,Pistazie,0.0,3.0
ESF70,2,Pistazie,0.0,2.0
anahitazhd,2,Pistazie,0.0,2.0
ChristopherB5238,5,Pistazie,0.0,5.0
Mikko V,1,Pistazie,0.0,1.0
519fabianas,3,Pistazie,0.0,3.0
rzbht,5,Pistazie,0.0,5.0
mohd_almarzooqi,5,Pistazie,0.0,5.0
Anki_Mum,4,Pistazie,0.0,4.0
Jason W,3,Pistazie,0.0,3.0
wolleklein,3,Pistazie,0.0,3.0
Laura A,4,Pistazie,0.0,4.0
remmahramklov,2,Pistazie,0.0,2.0
900Frans,5,Pistazie,0.0,5.0
Behnam_Akhavan,5,Pistazie,0.0,5.0
peterkoke,5,Al Terrazzino,0.0,5.0
PastyPowered,5,Al Terrazzino,0.0,5.0
Inessita777,4,Al Terrazzino,0.0,4.0
jpminva,1,Al Terrazzino,0.0,1.0
Stefsin,5,Al Terrazzino,0.0,5.0
Mkarsan,5,Al Terrazzino,0.0,5.0
dabrowskim90,5,Al Terrazzino,0.0,5.0
Franco F,4,Al Terrazzino,0.0,4.0
Kuba B,2,Al Terrazzino,0.0,2.0
Kuba B,2,Al Terrazzino,0.0,2.0
Jenny S,5,Al Terrazzino,0.0,5.0
868davidv,3,Jesse James,0.0,3.0
Klekovkina,1,Jesse James,0.0,1.0
C8395ZCsaral,1,Jesse James,0.0,1.0
Maps100292,4,Jesse James,0.0,4.0
Carnivore123,5,Jesse James,0.0,5.0
Lauren C,5,Jesse James,0.0,5.0
EricH313,5,Jesse James,0.0,5.0
Th_Stamatiou,5,Jesse James,0.0,5.0
SarppaJ,2,Jesse James,0.0,2.0
JB1234Tewkesbury,5,Jesse James,0.0,5.0
SLELWool,5,Jesse James,0.0,5.0
Gardone06,1,Jesse James,0.0,1.0
karimmaarouf,4,Jesse James,0.0,4.0
Chris D,4,Jesse James,0.0,4.0
EscapingHeat,4,Jesse James,0.0,4.0
leonardolazITA,4,Jesse James,0.0,4.0
Juha J,4,Jesse James,0.0,4.0
petrosh,5,Jesse James,0.0,5.0
Svetozara K,5,Jesse James,0.0,5.0
Desmond C,4,Jesse James,0.0,4.0
Sergio R,4,Jesse James,0.0,4.0
aarich88,4,Jesse James,0.0,4.0
Canuckingermany,4,Jesse James,0.0,4.0
Mantis a,5,Jesse James,0.0,5.0
edvardasr,2,Jesse James,0.0,2.0
Maritchi,4,Jesse James,0.0,4.0
Rockmantic,5,Jesse James,0.0,5.0
Supertedbaker,5,Jesse James,0.0,5.0
Zvonimir M,5,Jesse James,0.0,5.0
PecositaHermosa,4,Jesse James,0.0,4.0
avilatt,5,Jesse James,0.0,5.0
Lievn,4,Jesse James,0.0,4.0
Sredna1,4,Jesse James,0.0,4.0
Jose M,5,Jesse James,0.0,5.0
MichaelParmesan,5,Jesse James,0.0,5.0
Ismah_RD,5,Jesse James,0.0,5.0
991udayt,4,Jesse James,0.0,4.0
ytourkos,4,Jesse James,0.0,4.0
Scott M,3,Jesse James,0.0,3.0
KasoViajero,4,Jesse James,0.0,4.0
timh748,5,Jesse James,0.0,5.0
alex5133,5,Jesse James,0.0,5.0
BijD,1,Jesse James,0.0,1.0
lefosgr,5,Jesse James,0.0,5.0
343ivascuc,5,Jesse James,0.0,5.0
keynesparis6,5,Jesse James,0.0,5.0
AnniP1015,4,Jesse James,0.0,4.0
igalf2018,5,Borsalino,0.0,5.0
Lieven D,3,Borsalino,0.0,3.0
johnaN6232MB,5,Borsalino,0.0,5.0
leonardolazITA,3,Borsalino,0.0,3.0
773mari,5,Borsalino,0.0,5.0
Lotopia,3,Borsalino,0.0,3.0
Gary D,2,Borsalino,0.0,2.0
953tomo,5,Borsalino,0.0,5.0
B2853ZAjand,2,Borsalino,0.0,2.0
Pioneer706539,3,Borsalino,0.0,3.0
AmaraNC,5,Borsalino,0.0,5.0
Noel R,4,Borsalino,0.0,4.0
Adam2106,4,Borsalino,0.0,4.0
JosefWCZ,5,Borsalino,0.0,5.0
martinpathan,5,Borsalino,0.0,5.0
Natalie B,4,Borsalino,0.0,4.0
1222009lena,5,Borsalino,0.0,5.0
buckelisttraveler,4,Borsalino,0.0,4.0
Morten8520,5,Borsalino,0.0,5.0
Li S,4,Borsalino,0.0,4.0
Ciccio2420,4,Borsalino,0.0,4.0
nick975975,4,Borsalino,0.0,4.0
nickjp718,4,Borsalino,0.0,4.0
Wojciech P,5,Borsalino,0.0,5.0
Frank C,3,Borsalino,0.0,3.0
metaxa27,5,Borsalino,0.0,5.0
meglo22,5,Borsalino,0.0,5.0
CabJax58,4,Borsalino,0.0,4.0
tiagodaniel,4,Borsalino,0.0,4.0
0_-_RONIN_-_0,4,Borsalino,0.0,4.0
Cindy T,5,Frankfurter Haus,0.0,5.0
OzzyP2020,2,Frankfurter Haus,0.0,2.0
Katja138,5,Frankfurter Haus,0.0,5.0
Brittany_11_10,5,Frankfurter Haus,0.0,5.0
Lidija D,5,Frankfurter Haus,0.0,5.0
OBHF,5,Frankfurter Haus,0.0,5.0
Robert T,4,Frankfurter Haus,0.0,4.0
Napoleon M,4,Frankfurter Haus,0.0,4.0
ProfessorSassaroli,2,Frankfurter Haus,0.0,2.0
Steve Q,5,Frankfurter Haus,0.0,5.0
marcuspiepenstock,5,Frankfurter Haus,0.0,5.0
Wanda G,5,Frankfurter Haus,0.0,5.0
adib823,4,Frankfurter Haus,0.0,4.0
michaelcT3509UK,1,Frankfurter Haus,0.0,1.0
LesDutchies2003,4,Frankfurter Haus,0.0,4.0
lucazaccaria2018,4,Frankfurter Haus,0.0,4.0
Longman1950,4,Frankfurter Haus,0.0,4.0
emmanouilm666,1,Frankfurter Haus,0.0,1.0
Laura D,5,Frankfurter Haus,0.0,5.0
Ed L,5,Frankfurter Haus,0.0,5.0
GKal15,4,Frankfurter Haus,0.0,4.0
wolfgangb121,5,Frankfurter Haus,0.0,5.0
661celestew,5,Frankfurter Haus,0.0,5.0
Blighty-man,5,Frankfurter Haus,0.0,5.0
Alessio P,4,Frankfurter Haus,0.0,4.0
MatthewL913,5,Frankfurter Haus,0.0,5.0
burumuhindo,1,Frankfurter Haus,0.0,1.0
John D,4,Frankfurter Haus,0.0,4.0
LesDutchies2003,4,Frankfurter Haus,0.0,4.0
Dalilatm,4,Frankfurter Haus,0.0,4.0
ther0nt,4,Frankfurter Haus,0.0,4.0
LesDutchies2003,4,Frankfurter Haus,0.0,4.0
Apl9662,4,Frankfurter Haus,0.0,4.0
AlexW57,4,Frankfurter Haus,0.0,4.0
swisshansa10,4,Frankfurter Haus,0.0,4.0
bronwyn f,5,Frankfurter Haus,0.0,5.0
Jeff T,3,Frankfurter Haus,0.0,3.0
Jose Luis O,4,Frankfurter Haus,0.0,4.0
Zoomer2You,4,Frankfurter Haus,0.0,4.0
1TraveltheWorld,4,Frankfurter Haus,0.0,4.0
Chimemark,5,Frankfurter Haus,0.0,5.0
Godwin S,5,Frankfurter Haus,0.0,5.0
NukeMBA,4,Frankfurter Haus,0.0,4.0
LOIWY,4,Frankfurter Haus,0.0,4.0
NorJerseyDad,4,Frankfurter Haus,0.0,4.0
Mr_Mote,4,Frankfurter Haus,0.0,4.0
AustinAngela,4,Frankfurter Haus,0.0,4.0
manicego,5,Kakadu's,0.0,5.0
manoloc693,1,Kakadu's,0.0,1.0
vvdantas,5,Kakadu's,0.0,5.0
BadSheep,3,Kakadu's,0.0,3.0
chickensandwic,2,Kakadu's,0.0,2.0
30mohammad,3,Kakadu's,0.0,3.0
lucavY1327ST,1,Kakadu's,0.0,1.0
Foreignexchanged,1,Kakadu's,0.0,1.0
livsnyteren11,4,Kakadu's,0.0,4.0
138rupik,5,Kakadu's,0.0,5.0
a-humming-bird,4,Kakadu's,0.0,4.0
mikkoh454,2,Kakadu's,0.0,2.0
Dunback,4,Kakadu's,0.0,4.0
GazHD,4,Kakadu's,0.0,4.0
traveleatsee,4,Kakadu's,0.0,4.0
FlatEricAscot,4,Kakadu's,0.0,4.0
Jialong,3,Kakadu's,0.0,3.0
ogkioumes,3,Kakadu's,0.0,3.0
Sherpa780623,1,Kakadu's,0.0,1.0
UpstateTraveler2013,5,Kakadu's,0.0,5.0
DrBangers,4,Kakadu's,0.0,4.0
Kitster13,5,Kakadu's,0.0,5.0
Sanslos,4,Kakadu's,0.0,4.0
Rohan2012,5,Kakadu's,0.0,5.0
Highland210,4,Kakadu's,0.0,4.0
Glenn002,4,Kakadu's,0.0,4.0
Roberto G,5,Kakadu's,0.0,5.0
krish_ekm,4,Kakadu's,0.0,4.0
MPMKM,3,Kakadu's,0.0,3.0
kiwi262016,4,Kakadu's,0.0,4.0
93jessep,2,Kakadu's,0.0,2.0
293neilk,5,Kakadu's,0.0,5.0
SUSAN H,5,Kakadu's,0.0,5.0
Volker N,4,Kakadu's,0.0,4.0
c0nxav,1,Kakadu's,0.0,1.0
Dan W,4,Kakadu's,0.0,4.0
kimbrona,3,Kakadu's,0.0,3.0
carl0stefan0g,5,Kakadu's,0.0,5.0
mohitmodi,5,Kakadu's,0.0,5.0
BrandonHob94,2,Kakadu's,0.0,2.0
niajam,5,Kakadu's,0.0,5.0
MSingh G,4,Kakadu's,0.0,4.0
Salvador P,3,Kakadu's,0.0,3.0
PierbrunoProfili,1,Kakadu's,0.0,1.0
Tim G,4,Kakadu's,0.0,4.0
TravellerJV,4,Kakadu's,0.0,4.0
luvmehols,4,Kakadu's,0.0,4.0
Goran T,5,Kakadu's,0.0,5.0
Aman K,5,Kakadu's,0.0,5.0
kiwi262016,4,Kakadu's,0.0,4.0
kr0elle,4,Kakadu's,0.0,4.0
bubbles160782,5,Kakadu's,0.0,5.0
FiFi C,5,Kakadu's,0.0,5.0
Hristina S,5,Kakadu's,0.0,5.0
izzyk0-0,2,Kakadu's,0.0,2.0
Robert C,3,Kakadu's,0.0,3.0
GlassHalfFull13,4,Kakadu's,0.0,4.0
wsymes,3,Kakadu's,0.0,3.0
DovelovesMuse,4,Kakadu's,0.0,4.0
ITJuggler,4,Kakadu's,0.0,4.0
Jose Roberto H,5,Kakadu's,0.0,5.0
maskedintruder,4,Kakadu's,0.0,4.0
356rupertp,5,Kakadu's,0.0,5.0
percyvakil,3,Kakadu's,0.0,3.0
Petr C,2,Kakadu's,0.0,2.0
MLB0714,4,Kakadu's,0.0,4.0
Steve-and-Andie,1,Kakadu's,0.0,1.0
belmir0f,5,Kakadu's,0.0,5.0
AndreL750,5,Kakadu's,0.0,5.0
Steve-and-Andie,4,Kakadu's,0.0,4.0
Cecil-is-here,2,Kakadu's,0.0,2.0
melanie19900,5,Kakadu's,0.0,5.0
Flya83,3,Kakadu's,0.0,3.0
Tom-MN67,2,Kakadu's,0.0,2.0
melodymcc,4,Kakadu's,0.0,4.0
stjepoank,5,Kakadu's,0.0,5.0
billb556,3,Kakadu's,0.0,3.0
Ariel P,3,Kakadu's,0.0,3.0
Huib Jan K,4,Kakadu's,0.0,4.0
Rocketeer2,4,Kakadu's,0.0,4.0
Alejandrina S,3,Kakadu's,0.0,3.0
concettah667,5,Kakadu's,0.0,5.0
karmaeventyr,4,Kakadu's,0.0,4.0
CaptainJBlood,4,Kakadu's,0.0,4.0
kp903,5,Kakadu's,0.0,5.0
Libra_fietje,5,Kakadu's,0.0,5.0
NaveenChoudhry,5,Kakadu's,0.0,5.0
Susan H,3,Kakadu's,0.0,3.0
Marcus P,4,Kakadu's,0.0,4.0
WelshMoorsie,3,Kakadu's,0.0,3.0
evecolorado,4,Kakadu's,0.0,4.0
gggmarq,5,Kakadu's,0.0,5.0
Alandpl,1,Kakadu's,0.0,1.0
TahWeeS,2,Kakadu's,0.0,2.0
Stefanie M,4,Kakadu's,0.0,4.0
ClogsPL,3,Kakadu's,0.0,3.0
SveinDahl,4,Kakadu's,0.0,4.0
twinnieMalta,4,Kakadu's,0.0,4.0
Aussiboy,3,Kakadu's,0.0,3.0
aabhyankar,3,Kakadu's,0.0,3.0
Umitiris,3,Kakadu's,0.0,3.0
SarahLouise1984,2,Kakadu's,0.0,2.0
CandyGnomad,2,Kakadu's,0.0,2.0
Natasha M,3,Kakadu's,0.0,3.0
734CharlotteF,5,Kakadu's,0.0,5.0
Biancoje,5,Kakadu's,0.0,5.0
Aleg_70_3,3,Kakadu's,0.0,3.0
Jay C,5,Kakadu's,0.0,5.0
Payneuk,3,Kakadu's,0.0,3.0
NDSydney56,3,Kakadu's,0.0,3.0
